Time,WindSpeed60.ms,WindSpeed30.ms,Dir.degree,Temp.C
2011-01-01 00:00:00 UTC,8.555,7.125,181.85,12.9
2011-01-01 00:10:00 UTC,9.14,7.63,182.8,12.8
2011-01-01 00:20:00 UTC,8.645,7.35,181.5,13.1
2011-01-01 00:30:00 UTC,9.15,7.735,184.55,13
2011-01-01 00:40:00 UTC,9.21,7.955,183.85,13.1
2011-01-01 00:50:00 UTC,9.13,7.66,188.2,12.9
2011-01-01 01:00:00 UTC,9.435,7.78,188.5,13.2
2011-01-01 01:10:00 UTC,9.455,7.82,187.9,13.1
2011-01-01 01:20:00 UTC,9.76,8.395,186.75,13.5
2011-01-01 01:30:00 UTC,10.72,9.55,187.65,13.6
2011-01-01 01:40:00 UTC,10.97,9.355,186.95,14
2011-01-01 01:50:00 UTC,11.15,9.37,184.3,13.9
2011-01-01 02:00:00 UTC,11.72,10.095,184.25,14.1
2011-01-01 02:10:00 UTC,11.33,9.475,185.25,13.9
2011-01-01 02:20:00 UTC,10.895,9.225,179.1,14.1
2011-01-01 02:30:00 UTC,10.37,8.905,176.4,13.9
2011-01-01 02:40:00 UTC,9.59,8.465,174.75,14.1
2011-01-01 02:50:00 UTC,9.54,8.075,176.4,13.8
2011-01-01 03:00:00 UTC,10.045,8.81,177.15,13.9
2011-01-01 03:10:00 UTC,9.68,8.53,178.05,13.6
2011-01-01 03:20:00 UTC,9.725,8.44,178.75,13.7
2011-01-01 03:30:00 UTC,9.005,7.675,174.25,13.4
2011-01-01 03:40:00 UTC,9.815,8.345,171.1,13.5
2011-01-01 03:50:00 UTC,8.57,7.15,170.9,13
2011-01-01 04:00:00 UTC,8.665,7.25,175.1,12.7
2011-01-01 04:10:00 UTC,8.925,7.605,178.05,12.5
2011-01-01 04:20:00 UTC,9.11,7.745,181.9,12.7
2011-01-01 04:30:00 UTC,9.75,8.1,181.95,12.6
2011-01-01 04:40:00 UTC,10.055,8.625,181,12.9
2011-01-01 04:50:00 UTC,10.88,9.65,180.45,12.9
2011-01-01 05:00:00 UTC,10.585,9.135,179.25,13.1
2011-01-01 05:10:00 UTC,9.64,8,177.95,13
2011-01-01 05:20:00 UTC,10.3,8.865,181.7,13.3
2011-01-01 05:30:00 UTC,10.42,9.335,185.75,13.2
2011-01-01 05:40:00 UTC,10.235,8.815,185.6,13.5
2011-01-01 05:50:00 UTC,10.51,9.065,183.5,13.5
2011-01-01 06:00:00 UTC,10.575,8.975,180.6,13.7
2011-01-01 06:10:00 UTC,10.88,9.38,183.8,13.5
2011-01-01 06:20:00 UTC,11.1,9.51,181.45,13.6
2011-01-01 06:30:00 UTC,10.795,9.43,180.2,13.4
2011-01-01 06:40:00 UTC,11.125,9.805,179.3,13.6
2011-01-01 06:50:00 UTC,11.395,9.995,184.6,13.3
2011-01-01 07:00:00 UTC,11.085,9.5,189.2,13.4
2011-01-01 07:10:00 UTC,10.58,9.165,189.85,13.2
2011-01-01 07:20:00 UTC,10.945,9.435,192,13.4
2011-01-01 07:30:00 UTC,11,9.675,195.8,13.2
2011-01-01 07:40:00 UTC,11.065,9.945,198.45,13.2
2011-01-01 07:50:00 UTC,10.765,9.35,189,12.9
2011-01-01 08:00:00 UTC,9.895,8.395,184.65,12.6
2011-01-01 08:10:00 UTC,11.11,9.57,191.5,12.1
2011-01-01 08:20:00 UTC,10.02,8.625,189.4,12.1
2011-01-01 08:30:00 UTC,9.74,8.325,186.85,12
2011-01-01 08:40:00 UTC,10.065,8.475,187.1,12.1
2011-01-01 08:50:00 UTC,9.65,8.335,182.8,12
2011-01-01 09:00:00 UTC,9.51,8.43,177.9,12.1
2011-01-01 09:10:00 UTC,9.335,8.295,174.5,12
2011-01-01 09:20:00 UTC,9.96,8.825,175.3,12.3
2011-01-01 09:30:00 UTC,10.275,8.94,181.25,12.2
2011-01-01 09:40:00 UTC,9.925,8.555,181.35,12.4
2011-01-01 09:50:00 UTC,9.005,7.655,179.35,12
2011-01-01 10:00:00 UTC,9.09,7.79,180.3,12
2011-01-01 10:10:00 UTC,8.515,7.405,177.3,11.8
2011-01-01 10:20:00 UTC,8.86,7.585,174.9,12
2011-01-01 10:30:00 UTC,10.005,8.785,178.5,11.9
2011-01-01 10:40:00 UTC,10.565,9.125,182.8,12.2
2011-01-01 10:50:00 UTC,11.255,9.8,183.45,12
2011-01-01 11:00:00 UTC,10.5,9.265,183.05,12.2
2011-01-01 11:10:00 UTC,11.12,9.735,186.65,12
2011-01-01 11:20:00 UTC,10.95,9.73,190.7,12.2
2011-01-01 11:30:00 UTC,10.82,9.275,192.35,12.1
2011-01-01 11:40:00 UTC,10.19,8.85,193.9,12.2
2011-01-01 11:50:00 UTC,10.51,9.205,192.75,12
2011-01-01 12:00:00 UTC,9.565,8.46,192.35,12.1
2011-01-01 12:10:00 UTC,8.9,7.605,193.25,11.9
2011-01-01 12:20:00 UTC,8.385,7.41,194.9,12
2011-01-01 12:30:00 UTC,9.275,7.94,194.4,11.8
2011-01-01 12:40:00 UTC,9.245,8.015,194.65,11.9
2011-01-01 12:50:00 UTC,8.22,7.13,194.8,11.7
2011-01-01 13:00:00 UTC,7.9,6.785,195.8,11.8
2011-01-01 13:10:00 UTC,7.39,6.29,199,11.7
2011-01-01 13:20:00 UTC,7.34,6.1,198.1,11.8
2011-01-01 13:30:00 UTC,7.43,6.255,197.3,11.6
2011-01-01 13:40:00 UTC,7.66,6.48,197.35,11.9
2011-01-01 13:50:00 UTC,8.2,6.73,195.95,11.6
2011-01-01 14:00:00 UTC,8.155,7,198.75,11.8
2011-01-01 14:10:00 UTC,7.955,6.86,203.15,11.7
2011-01-01 14:20:00 UTC,8.11,7.05,214.15,11.9
2011-01-01 14:30:00 UTC,5.68,5.035,213.3,12
2011-01-01 14:40:00 UTC,7.765,7.16,236.05,12.2
2011-01-01 14:50:00 UTC,9.355,8.845,283.3,11.5
2011-01-01 15:00:00 UTC,11.66,10.64,279.15,10.5
2011-01-01 15:10:00 UTC,9.73,8.9,275.1,9.5
2011-01-01 15:20:00 UTC,10.215,9.355,275.2,8.9
2011-01-01 15:30:00 UTC,10.685,9.765,280.25,8
2011-01-01 15:40:00 UTC,9.22,8.28,281.35,7.8
2011-01-01 15:50:00 UTC,10.51,9.54,278.35,7.5
2011-01-01 16:00:00 UTC,9.625,8.76,277.85,7.3
2011-01-01 16:10:00 UTC,8.93,8.165,278.75,7
2011-01-01 16:20:00 UTC,6.935,6.305,275.25,7.1
2011-01-01 16:30:00 UTC,6.055,5.635,262.6,6.8
2011-01-01 16:40:00 UTC,6.81,6.17,262,7
2011-01-01 16:50:00 UTC,5.565,5.11,253.95,6.8
2011-01-01 17:00:00 UTC,5.27,4.69,246.3,7.2
2011-01-01 17:10:00 UTC,6.59,6.13,254.8,7.2
2011-01-01 17:20:00 UTC,7.3,6.725,260.15,7.2
2011-01-01 17:30:00 UTC,9.495,9.04,261.8,7
2011-01-01 17:40:00 UTC,8.81,8.14,262.9,6.9
2011-01-01 17:50:00 UTC,10.385,9.735,263.85,6.5
2011-01-01 18:00:00 UTC,8.715,8.11,271.6,6.5
2011-01-01 18:10:00 UTC,7.565,6.9,264.65,6.2
2011-01-01 18:20:00 UTC,6.26,5.975,260.55,6.5
2011-01-01 18:30:00 UTC,6.735,6.005,258.1,6.5
2011-01-01 18:40:00 UTC,5.87,5.495,254.8,6.9
2011-01-01 18:50:00 UTC,7.285,6.82,252.55,7
2011-01-01 19:00:00 UTC,8.325,7.89,253.75,7.8
2011-01-01 19:10:00 UTC,8.355,7.78,255.75,8
2011-01-01 19:20:00 UTC,8.99,8.41,260.05,8.4
2011-01-01 19:30:00 UTC,7.575,7,263.95,8.3
2011-01-01 19:40:00 UTC,7.49,7.08,260.75,8.9
2011-01-01 19:50:00 UTC,8.1,7.655,263.05,8.8
2011-01-01 20:00:00 UTC,8.13,7.52,261.45,8.9
2011-01-01 20:10:00 UTC,8.39,7.845,264.95,8.5
2011-01-01 20:20:00 UTC,11.105,10.285,279.3,8.1
2011-01-01 20:30:00 UTC,9.48,8.73,275.7,6.9
2011-01-01 20:40:00 UTC,9.435,8.62,277.05,6.3
2011-01-01 20:50:00 UTC,8.9,7.965,276.85,5.6
2011-01-01 21:00:00 UTC,9.33,8.735,276.7,5.2
2011-01-01 21:10:00 UTC,8.135,7.565,283,4.4
2011-01-01 21:20:00 UTC,8.295,7.91,278.1,4.1
2011-01-01 21:30:00 UTC,8.07,7.355,277.35,3.5
2011-01-01 21:40:00 UTC,7.655,6.975,273,3.1
2011-01-01 21:50:00 UTC,7.905,7.265,269.1,2.7
2011-01-01 22:00:00 UTC,8.215,7.46,273.6,2.5
2011-01-01 22:10:00 UTC,8.485,7.79,272.45,2.1
2011-01-01 22:20:00 UTC,9.825,9.055,275.2,2
2011-01-01 22:30:00 UTC,9.715,9.035,273.25,1.6
2011-01-01 22:40:00 UTC,9.46,8.7,265.05,1.4
2011-01-01 22:50:00 UTC,8.845,8.14,263.1,1
2011-01-01 23:00:00 UTC,7.135,6.735,250.35,1
2011-01-01 23:10:00 UTC,7.225,6.615,247.65,0.6
2011-01-01 23:20:00 UTC,8.405,7.64,257.85,0.7
2011-01-01 23:30:00 UTC,8.9,8.245,259.2,0.2
2011-01-01 23:40:00 UTC,8.895,8.23,259.9,0.2
2011-01-01 23:50:00 UTC,9.335,8.41,257.8,-0.5
2011-01-02 00:00:00 UTC,9.525,8.985,255.6,-0.5
2011-01-02 00:10:00 UTC,9.71,9.065,255.55,-1
2011-01-02 00:20:00 UTC,8.93,8.315,256.6,-1
2011-01-02 00:30:00 UTC,10.25,9.53,257.3,-1.5
2011-01-02 00:40:00 UTC,8.845,8.13,259.6,-1.5
2011-01-02 00:50:00 UTC,9.195,8.645,270.9,-1.8
2011-01-02 01:00:00 UTC,9.525,9.025,272.45,-1.8
2011-01-02 01:10:00 UTC,9.815,9.175,277.75,-2.1
2011-01-02 01:20:00 UTC,12.64,11.945,273.75,-2
2011-01-02 01:30:00 UTC,11.17,10.485,278,-2.3
2011-01-02 01:40:00 UTC,11.82,11.175,286,-2.2
2011-01-02 01:50:00 UTC,9.99,9.315,283.45,-2.5
2011-01-02 02:00:00 UTC,10.535,9.68,283.05,-2.5
2011-01-02 02:10:00 UTC,10.025,9.165,281.65,-2.9
2011-01-02 02:20:00 UTC,10.165,9.26,270.8,-2.7
2011-01-02 02:30:00 UTC,12.57,11.675,277.2,-3.1
2011-01-02 02:40:00 UTC,12.22,11.415,275.5,-3.1
2011-01-02 02:50:00 UTC,12.155,11.61,278.7,-3.3
2011-01-02 03:00:00 UTC,12.015,11.425,272.4,-3.1
2011-01-02 03:10:00 UTC,12.035,11.5,270.9,-3.5
2011-01-02 03:20:00 UTC,12.1,11.405,267.7,-3.2
2011-01-02 03:30:00 UTC,11.075,10.295,275.9,-3.5
2011-01-02 03:40:00 UTC,11.81,11.05,277.2,-3.3
2011-01-02 03:50:00 UTC,10.545,9.96,275.35,-3.6
2011-01-02 04:00:00 UTC,10.72,10.275,274.35,-3.5
2011-01-02 04:10:00 UTC,9.335,8.64,276.8,-3.7
2011-01-02 04:20:00 UTC,8.78,8.08,273,-3.5
2011-01-02 04:30:00 UTC,11.41,10.575,276.15,-3.8
2011-01-02 04:40:00 UTC,10.585,9.6,278.35,-3.7
2011-01-02 04:50:00 UTC,10.445,9.805,280.15,-3.9
2011-01-02 05:00:00 UTC,9.385,8.745,273.85,-3.8
2011-01-02 05:10:00 UTC,9.675,8.935,273.3,-4.1
2011-01-02 05:20:00 UTC,8.65,8.025,272.5,-4.1
2011-01-02 05:30:00 UTC,8.575,8.095,270.05,-4.3
2011-01-02 05:40:00 UTC,9.47,8.9,271,-4.1
2011-01-02 05:50:00 UTC,9.36,8.79,268.85,-4.3
2011-01-02 06:00:00 UTC,9.995,9.52,262.55,-4.1
2011-01-02 06:10:00 UTC,9.23,8.665,268.1,-4.3
2011-01-02 06:20:00 UTC,9.985,9.09,269.3,-4.2
2011-01-02 06:30:00 UTC,10.725,9.805,268.4,-4.6
2011-01-02 06:40:00 UTC,10.46,9.72,268.55,-4.5
2011-01-02 06:50:00 UTC,9.04,8.65,270.05,-4.7
2011-01-02 07:00:00 UTC,8.64,8.11,263.1,-4.5
2011-01-02 07:10:00 UTC,8.62,8.13,261.95,-4.7
2011-01-02 07:20:00 UTC,7.47,6.92,267.35,-4.8
2011-01-02 07:30:00 UTC,8.385,7.63,285.7,-5.4
2011-01-02 07:40:00 UTC,8.195,7.58,281.2,-5.4
2011-01-02 07:50:00 UTC,9.955,9.015,278.05,-5.9
2011-01-02 08:00:00 UTC,9.165,8.715,271.05,-6.1
2011-01-02 08:10:00 UTC,8.65,7.93,271.7,-6.4
2011-01-02 08:20:00 UTC,8.805,8.27,272.35,-6.4
2011-01-02 08:30:00 UTC,7.465,6.92,274.2,-6.8
2011-01-02 08:40:00 UTC,7.705,7.035,269.65,-6.9
2011-01-02 08:50:00 UTC,8.52,7.825,272.1,-7.1
2011-01-02 09:00:00 UTC,8.865,8.2,267.25,-7.1
2011-01-02 09:10:00 UTC,7.5,6.87,273,-7.3
2011-01-02 09:20:00 UTC,6.655,6.09,271.85,-7.2
2011-01-02 09:30:00 UTC,7.075,6.55,281.55,-7.5
2011-01-02 09:40:00 UTC,8.24,7.635,275.65,-7.5
2011-01-02 09:50:00 UTC,8.43,7.735,275.25,-7.7
2011-01-02 10:00:00 UTC,7.515,6.745,270.25,-7.6
2011-01-02 10:10:00 UTC,6.92,6.315,269.4,-7.9
2011-01-02 10:20:00 UTC,7.085,6.465,267.75,-7.8
2011-01-02 10:30:00 UTC,5.805,5.305,267.65,-8
2011-01-02 10:40:00 UTC,6.21,5.565,260.8,-8
2011-01-02 10:50:00 UTC,6.715,6.345,266.2,-8.5
2011-01-02 11:00:00 UTC,5.06,4.425,266.2,-8.3
2011-01-02 11:10:00 UTC,5.83,5.16,262.45,-8.7
2011-01-02 11:20:00 UTC,5.515,4.825,259.5,-8.7
2011-01-02 11:30:00 UTC,5.185,4.52,262.6,-8.9
2011-01-02 11:40:00 UTC,5.93,5.325,259.3,-8.9
2011-01-02 11:50:00 UTC,5.43,4.875,260.95,-8.9
2011-01-02 12:00:00 UTC,4.885,4.095,257.8,-8.7
2011-01-02 12:10:00 UTC,4.685,3.755,256.2,-9.1
2011-01-02 12:20:00 UTC,4.76,3.99,256.1,-9.1
2011-01-02 12:30:00 UTC,4.845,4.23,251,-9.4
2011-01-02 12:40:00 UTC,5.9,5.3,250.8,-9.1
2011-01-02 12:50:00 UTC,5.95,5.365,254.9,-9
2011-01-02 13:00:00 UTC,6.26,5.635,257.75,-8.5
2011-01-02 13:10:00 UTC,5.61,5.185,261.55,-8
2011-01-02 13:20:00 UTC,5.84,5.435,262.3,-6.9
2011-01-02 13:30:00 UTC,5.74,5.35,255.5,-6.7
2011-01-02 13:40:00 UTC,5.025,4.83,246.85,-5.8
2011-01-02 13:50:00 UTC,6.055,5.605,243.55,-5
2011-01-02 14:00:00 UTC,7.685,7.4,260.4,-4.1
2011-01-02 14:10:00 UTC,7.295,6.95,251.2,-3.9
2011-01-02 14:20:00 UTC,7.91,7.66,247.8,-3.7
2011-01-02 14:30:00 UTC,7.685,7.325,258.4,-3.8
2011-01-02 14:40:00 UTC,7.355,7.105,262.65,-3.2
2011-01-02 14:50:00 UTC,7.655,7.31,257.3,-3.3
2011-01-02 15:00:00 UTC,6.615,6.435,264.2,-3.1
2011-01-02 15:10:00 UTC,6.94,6.77,254.85,-3.1
2011-01-02 15:20:00 UTC,6.875,6.68,258.45,-2.5
2011-01-02 15:30:00 UTC,7.505,7.175,249.2,-2.5
2011-01-02 15:40:00 UTC,7.795,7.33,251.1,-1.9
2011-01-02 15:50:00 UTC,7.79,7.355,249.35,-1.8
2011-01-02 16:00:00 UTC,8.55,8.295,252.6,-1.2
2011-01-02 16:10:00 UTC,7.945,7.77,247.95,-1.6
2011-01-02 16:20:00 UTC,7.63,7.31,245.65,-1.6
2011-01-02 16:30:00 UTC,7.585,7.29,248.8,-1.6
2011-01-02 16:40:00 UTC,8.315,8.02,259.8,-1.4
2011-01-02 16:50:00 UTC,8.875,8.535,251.45,-1.4
2011-01-02 17:00:00 UTC,8.555,8.225,248.4,-1
2011-01-02 17:10:00 UTC,8.83,8.54,263.55,-1.3
2011-01-02 17:20:00 UTC,7.6,7.295,250.85,-1.7
2011-01-02 17:30:00 UTC,7.1,6.765,265.05,-2.1
2011-01-02 17:40:00 UTC,8.365,7.8,270.4,-1.8
2011-01-02 17:50:00 UTC,8.215,7.885,256.25,-1.7
2011-01-02 18:00:00 UTC,7.66,7.25,252.1,-1.5
2011-01-02 18:10:00 UTC,7.62,7.25,267.95,-1.9
2011-01-02 18:20:00 UTC,7.49,7.095,264.25,-1.7
2011-01-02 18:30:00 UTC,7.735,7.375,270.85,-2.2
2011-01-02 18:40:00 UTC,7.725,7.305,267.6,-1.7
2011-01-02 18:50:00 UTC,7.34,7.15,259.75,-1.7
2011-01-02 19:00:00 UTC,7.48,7.045,256.7,-1.2
2011-01-02 19:10:00 UTC,6.72,6.475,256.35,-1
2011-01-02 19:20:00 UTC,7.28,7.115,265.65,-0.4
2011-01-02 19:30:00 UTC,6.93,6.315,269.75,-0.6
2011-01-02 19:40:00 UTC,8.645,8.145,259.65,-0.4
2011-01-02 19:50:00 UTC,7.94,7.62,274.45,-0.9
2011-01-02 20:00:00 UTC,8.115,7.895,264.15,-1
2011-01-02 20:10:00 UTC,7.565,7.13,272.2,-1
2011-01-02 20:20:00 UTC,8.66,8.425,266.7,-1
2011-01-02 20:30:00 UTC,7.05,6.615,257,-1.4
2011-01-02 20:40:00 UTC,8.025,7.55,252.8,-1.3
2011-01-02 20:50:00 UTC,7.98,7.64,251.65,-1.6
2011-01-02 21:00:00 UTC,8.045,7.655,253.1,-1.7
2011-01-02 21:10:00 UTC,7.785,7.425,255.9,-2.3
2011-01-02 21:20:00 UTC,7.165,6.715,254.2,-2.3
2011-01-02 21:30:00 UTC,7.07,6.555,254.15,-2.8
2011-01-02 21:40:00 UTC,7.05,6.41,252.25,-3.2
2011-01-02 21:50:00 UTC,6.375,5.685,254.5,-3.9
2011-01-02 22:00:00 UTC,6.34,5.545,254.2,-4.4
2011-01-02 22:10:00 UTC,6.2,5.23,253.1,-5.2
2011-01-02 22:20:00 UTC,6.175,5.28,245.9,-5.6
2011-01-02 22:30:00 UTC,6.02,5.075,241.6,-6.2
2011-01-02 22:40:00 UTC,6.16,5.11,240.2,-6.4
2011-01-02 22:50:00 UTC,6.695,5.555,241.85,-6.8
2011-01-02 23:00:00 UTC,6.41,5.285,241.55,-6.8
2011-01-02 23:10:00 UTC,6.42,5.48,239.6,-7.1
2011-01-02 23:20:00 UTC,6.75,5.71,241.7,-6.9
2011-01-02 23:30:00 UTC,6.82,5.64,242.85,-7.2
2011-01-02 23:40:00 UTC,7.075,5.9,243.1,-7.1
2011-01-02 23:50:00 UTC,6.64,5.6,241.1,-7.3
2011-01-03 00:00:00 UTC,6.72,5.395,241.5,-7.3
2011-01-03 00:10:00 UTC,6.96,5.845,245.25,-7.6
2011-01-03 00:20:00 UTC,6.975,5.585,245.6,-7.5
2011-01-03 00:30:00 UTC,7.04,5.725,245.3,-7.7
2011-01-03 00:40:00 UTC,6.995,5.85,243.35,-7.6
2011-01-03 00:50:00 UTC,7.545,6.105,248.2,-7.9
2011-01-03 01:00:00 UTC,7.515,6.19,249.9,-7.6
2011-01-03 01:10:00 UTC,6.925,5.625,251.8,-7.9
2011-01-03 01:20:00 UTC,6.74,5.485,248.55,-7.9
2011-01-03 01:30:00 UTC,6.215,5.09,247.05,-8.3
2011-01-03 01:40:00 UTC,6.305,5.07,242.95,-8.3
2011-01-03 01:50:00 UTC,6.31,5.13,241.35,-8.6
2011-01-03 02:00:00 UTC,6.33,5.015,241.55,-8.6
2011-01-03 02:10:00 UTC,6.235,4.95,242.25,-8.9
2011-01-03 02:20:00 UTC,6.165,4.915,235.5,-8.9
2011-01-03 02:30:00 UTC,5.935,4.77,233.35,-9
2011-01-03 02:40:00 UTC,6.26,5.16,230.25,-9.1
2011-01-03 02:50:00 UTC,7.2,5.915,228.7,-9.4
2011-01-03 03:00:00 UTC,7.295,5.835,229.3,-9.1
2011-01-03 03:10:00 UTC,7.085,5.935,232.8,-9.1
2011-01-03 03:20:00 UTC,7.035,5.53,232.65,-8.8
2011-01-03 03:30:00 UTC,6.695,5.22,235.95,-9.1
2011-01-03 03:40:00 UTC,6.855,5.19,233.95,-8.8
2011-01-03 03:50:00 UTC,6.895,5.37,236.3,-9.1
2011-01-03 04:00:00 UTC,6.99,5.465,235.35,-8.8
2011-01-03 04:10:00 UTC,6.94,5.505,237.9,-8.9
2011-01-03 04:20:00 UTC,6.825,5.21,237.3,-8.7
2011-01-03 04:30:00 UTC,6.815,5.255,238.15,-8.9
2011-01-03 04:40:00 UTC,6.975,5.395,239.95,-8.8
2011-01-03 04:50:00 UTC,7.015,5.59,245.85,-8.9
2011-01-03 05:00:00 UTC,6.555,5.035,243.05,-8.7
2011-01-03 05:10:00 UTC,6.285,5,243.55,-9.1
2011-01-03 05:20:00 UTC,6.005,4.725,241.95,-9
2011-01-03 05:30:00 UTC,5.575,4.365,244.75,-9.3
2011-01-03 05:40:00 UTC,5.135,3.99,246.55,-9.5
2011-01-03 05:50:00 UTC,4.9,3.785,242.9,-10.1
2011-01-03 06:00:00 UTC,5.53,4.27,241.3,-10.2
2011-01-03 06:10:00 UTC,5.685,4.42,241.8,-10.6
2011-01-03 06:20:00 UTC,5.47,4.235,240,-10.5
2011-01-03 06:30:00 UTC,5.75,4.705,234.6,-10.7
2011-01-03 06:40:00 UTC,6.21,5.12,230.1,-10.6
2011-01-03 06:50:00 UTC,6.165,5.1,231.3,-10.6
2011-01-03 07:00:00 UTC,6.285,4.885,223.8,-10.3
2011-01-03 07:10:00 UTC,6.42,5.245,220.65,-10.5
2011-01-03 07:20:00 UTC,6.045,4.835,217.65,-10.2
2011-01-03 07:30:00 UTC,5.68,4.44,218.1,-10.4
2011-01-03 07:40:00 UTC,5.965,4.81,219.3,-10.1
2011-01-03 07:50:00 UTC,6.445,5.095,219.65,-10.4
2011-01-03 08:00:00 UTC,6.095,4.725,217.55,-10.1
2011-01-03 08:10:00 UTC,6.465,5.015,218.35,-10.3
2011-01-03 08:20:00 UTC,6.605,5.225,216.15,-9.9
2011-01-03 08:30:00 UTC,6.885,5.43,217.9,-10.1
2011-01-03 08:40:00 UTC,6.96,5.525,218.9,-9.7
2011-01-03 08:50:00 UTC,7.145,5.71,221.95,-9.8
2011-01-03 09:00:00 UTC,6.79,5.42,221.6,-9.3
2011-01-03 09:10:00 UTC,7.215,5.845,222.35,-9.4
2011-01-03 09:20:00 UTC,6.57,5.45,220.5,-9
2011-01-03 09:30:00 UTC,6.555,5.205,221.1,-9.1
2011-01-03 09:40:00 UTC,6.375,4.92,217.2,-9
2011-01-03 09:50:00 UTC,6.81,5.44,215.85,-9.3
2011-01-03 10:00:00 UTC,7.07,5.705,214.1,-8.8
2011-01-03 10:10:00 UTC,7.65,6.38,214.2,-8.8
2011-01-03 10:20:00 UTC,7.85,6.67,213.9,-8.4
2011-01-03 10:30:00 UTC,7.67,6.385,213.75,-8.5
2011-01-03 10:40:00 UTC,7.49,6.155,212.7,-8.2
2011-01-03 10:50:00 UTC,7.475,6.11,214.05,-8.4
2011-01-03 11:00:00 UTC,7.96,6.525,212.2,-8.2
2011-01-03 11:10:00 UTC,8.355,7.055,214.75,-8.4
2011-01-03 11:20:00 UTC,8.15,6.94,212.4,-8.1
2011-01-03 11:30:00 UTC,8.495,7.375,214.05,-8.1
2011-01-03 11:40:00 UTC,8.51,7.205,213.65,-7.8
2011-01-03 11:50:00 UTC,8.465,7.33,212.1,-7.9
2011-01-03 12:00:00 UTC,9.04,7.68,211.1,-7.7
2011-01-03 12:10:00 UTC,9.13,7.805,212.1,-7.7
2011-01-03 12:20:00 UTC,9.015,7.89,210.85,-7.6
2011-01-03 12:30:00 UTC,8.675,7.43,212.3,-7.7
2011-01-03 12:40:00 UTC,8.68,7.39,211.55,-7.4
2011-01-03 12:50:00 UTC,8.66,7.38,211.75,-7.5
2011-01-03 13:00:00 UTC,8.575,7.455,212.65,-7.1
2011-01-03 13:10:00 UTC,8.845,7.51,214.95,-6.6
2011-01-03 13:20:00 UTC,8.985,7.8,213.25,-5.3
2011-01-03 13:30:00 UTC,8.955,8.035,214.55,-4.5
2011-01-03 13:40:00 UTC,8.65,7.85,215.55,-3.3
2011-01-03 13:50:00 UTC,8.695,8.06,215.55,-2.7
2011-01-03 14:00:00 UTC,8.805,8.09,216.95,-1.8
2011-01-03 14:10:00 UTC,8.755,7.985,218.7,-1.4
2011-01-03 14:20:00 UTC,8.35,7.67,215.7,-0.5
2011-01-03 14:30:00 UTC,8.475,7.98,218.7,-0.2
2011-01-03 14:40:00 UTC,8.08,7.64,220.05,0.7
2011-01-03 14:50:00 UTC,8.49,7.89,220.95,1.1
2011-01-03 15:00:00 UTC,9.13,8.83,221.5,1.9
2011-01-03 15:10:00 UTC,9.49,9.115,222.45,2.1
2011-01-03 15:20:00 UTC,9.32,8.985,223.95,2.6
2011-01-03 15:30:00 UTC,9.545,9.175,223.7,2.8
2011-01-03 15:40:00 UTC,9.295,9.1,220.45,3.2
2011-01-03 15:50:00 UTC,9.48,9.23,224.15,3.3
2011-01-03 16:00:00 UTC,9.24,8.96,226.3,3.8
2011-01-03 16:10:00 UTC,9.865,9.37,227.25,3.9
2011-01-03 16:20:00 UTC,9.34,8.705,224.65,4.4
2011-01-03 16:30:00 UTC,8.86,8.45,226.15,4.4
2011-01-03 16:40:00 UTC,8.77,8.72,223.25,4.9
2011-01-03 16:50:00 UTC,9.335,8.845,224.9,4.8
2011-01-03 17:00:00 UTC,9.615,9.5,222.7,5.2
2011-01-03 17:10:00 UTC,8.785,8.32,219.2,5.1
2011-01-03 17:20:00 UTC,9.565,9.215,221.75,5.6
2011-01-03 17:30:00 UTC,10.825,10.395,221.95,5.5
2011-01-03 17:40:00 UTC,10.895,10.45,221.3,5.8
2011-01-03 17:50:00 UTC,10.69,10.35,221.6,5.7
2011-01-03 18:00:00 UTC,9.545,9.165,223.8,6.1
2011-01-03 18:10:00 UTC,10.225,9.645,219.85,6.1
2011-01-03 18:20:00 UTC,10.17,9.88,221.6,6.5
2011-01-03 18:30:00 UTC,9.195,8.91,221,6.3
2011-01-03 18:40:00 UTC,11.2,10.665,230.55,6.6
2011-01-03 18:50:00 UTC,10.415,9.715,227.75,6.4
2011-01-03 19:00:00 UTC,11.395,10.68,223.5,6.6
2011-01-03 19:10:00 UTC,11.215,10.815,225.2,6.4
2011-01-03 19:20:00 UTC,9.84,9.58,225.1,6.6
2011-01-03 19:30:00 UTC,10.03,9.895,228.9,6.5
2011-01-03 19:40:00 UTC,9.89,9.51,223.4,6.5
2011-01-03 19:50:00 UTC,10.48,10.11,222.3,6.2
2011-01-03 20:00:00 UTC,9.835,9.195,225.35,6.3
2011-01-03 20:10:00 UTC,10.785,10.08,223.35,5.9
2011-01-03 20:20:00 UTC,10.215,9.73,227.65,6.1
2011-01-03 20:30:00 UTC,8.775,8.185,227.2,5.6
2011-01-03 20:40:00 UTC,9.28,8.55,225.75,5.6
2011-01-03 20:50:00 UTC,9.635,8.73,226.85,4.9
2011-01-03 21:00:00 UTC,9.495,8.62,226.15,4.6
2011-01-03 21:10:00 UTC,8.93,8.005,226.3,3.8
2011-01-03 21:20:00 UTC,9.23,8.34,223.65,3.4
2011-01-03 21:30:00 UTC,9.55,8.345,222.55,2.7
2011-01-03 21:40:00 UTC,9.025,7.94,219.1,2.4
